"pitcher","pitcher_name","year","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
680704,"Sandlin, Nick",2024,"R",1003,114,12,-2.4905150360234143,4.490090014645832,-0.4727489445211606,4.068595092085597
579328,"Kikuchi, Yusei",2024,"L",2923,117,42,1.6505279990389496,5.4267733232588835,0.04728330729362003,3.990787510176526
641793,"Littell, Zack",2024,"R",2467,139,42,-1.9370185211283912,6.1458925887386355,-0.2355123966843619,4.638212079882249
663554,"Mize, Casey",2024,"R",1788,116,43,-1.6622942337749904,5.647905894440909,-0.07558678324899205,4.15271992008518
668674,"Erceg, Lucas",2024,"R",1045,118,43,-1.6075491385569785,6.02593859847332,0.10949746275021545,4.452289811853406
573186,"Stroman, Marcus",2024,"R",2580,147,33,-1.9203263742824364,5.226214485023463,-0.18848170974450365,4.121374270440386
682243,"Miller, Bryce",2024,"R",2749,136,43,-1.5842593208678202,5.567888833810526,0.16610178314720161,3.931086294092358
641540,"Dunning, Dane",2024,"R",1689,140,38,-1.8942707644314132,5.411309623700828,-0.06612274384214092,3.968746011414954
668933,"Ashcraft, Graham",2024,"R",1342,113,49,-1.45409179949284,6.296629317248523,0.11187623462201571,4.494224667601764
624133,"Suárez, Ranger",2024,"L",2362,143,42,1.7003044378190775,5.844747169217493,-0.0018113607308830743,4.31495849887026
668678,"Gallen, Zac",2024,"R",2506,109,41,-1.4924126025437465,5.859176130465737,0.10813196257680341,4.4569338968294225
663559,"Falter, Bailey",2024,"L",2138,134,56,0.8690682135897617,5.781541740669214,-0.3274092321442565,4.007623373336066
808967,"Yamamoto, Yoshinobu",2024,"R",1617,119,46,-1.367811140222671,5.502706980320171,0.029674709718598192,4.068991369936406
570632,"Ureña, José",2024,"R",1759,140,31,-2.228274243985928,5.668725980447127,-0.19093867124916009,4.428450890556235
571656,"Farmer, Buck",2024,"R",1169,113,30,-1.936669596962548,5.693239562587456,0.1290463335361362,4.512381790124868
669194,"Nelson, Ryne",2024,"R",2406,109,48,-1.3013737489520318,6.072229599637436,0.2076048779566233,4.4188250699750835
676106,"Hancock, Emerson",2024,"R",1013,136,27,-2.099057783313882,5.568635955541922,-0.06295074512619372,4.511082102190242
543243,"Gray, Sonny",2024,"R",2483,138,49,-1.1868205827071767,5.513434873361763,0.2031972078942514,3.9224087957110134
664076,"Cleavinger, Garrett",2024,"L",1040,139,35,2.093840354210483,5.287303961909779,0.2420073922768408,3.9919834434560557
605452,"Ross, Joe",2024,"R",1210,158,35,-1.999955676551011,5.6878781077107154,-0.14541252522797252,4.403568998320591
593423,"Montas, Frankie",2024,"R",2692,158,43,-1.6668850071881343,5.939988328354198,0.03387694181346726,4.369489168474362
663567,"Lambert, Peter",2024,"R",1039,115,54,-1.1604147387975745,6.097838635815436,0.18678143997296176,4.264264220361344
665871,"Assad, Javier",2024,"R",2538,112,55,-1.0466034696142876,6.000083711460117,0.2229743061262042,4.20082770512102
669711,"Weissert, Greg",2024,"R",1028,111,16,-2.770719985955186,4.826787582857248,-0.5399130020738397,4.201374541015561
669713,"Wesneski, Hayden",2024,"R",1075,112,50,-1.5217672216403857,5.933275319695783,0.012400272768726926,4.127370946233882
615698,"Quantrill, Cal",2024,"R",2545,115,46,-1.5459790767581145,6.315315263226132,0.15818215045403783,4.568522694458743
669203,"Burnes, Corbin",2024,"R",3079,110,44,-1.5796195487289795,5.969420347553089,0.0663127381219103,4.398806258079726
669461,"Liberatore, Matthew",2024,"L",1356,138,45,1.6033319899029148,6.4416003078244755,-0.0355255660456728,4.7895246884514036
686613,"Brown, Hunter",2024,"R",2988,117,57,-0.9734682019217971,6.256549467636415,0.21438892423526532,4.399001700175626
571670,"Floro, Dylan",2024,"R",1018,109,37,-2.150030752746695,6.024128125682644,-0.36273365368115457,4.656118883273972
641302,"Alexander, Tyler",2024,"L",1668,139,36,2.0843995684801273,5.638394147046142,0.18970622325668884,4.268755165439844
605463,"Scott, Tayler",2024,"R",1178,117,13,-2.783731494946468,4.776571064269889,-0.5824923124937577,4.2594931135735665
660761,"Suarez, José",2024,"L",987,108,40,1.8095025449487572,5.597682817574461,0.16150701517228422,4.201810220477618
694297,"Pfaadt, Brandon",2024,"R",2791,109,28,-2.4093577108598474,5.508143097496077,-0.37239228258516216,4.436551493372828
672282,"Detmers, Reid",2024,"L",1559,108,45,1.473034373580637,6.140546357154319,-0.11330505666025226,4.532359506470966
680730,"Parker, Mitchell",2024,"L",2404,120,52,1.436465679652953,6.034572402004911,-0.034968155532520084,4.1445194951744115
669211,"Akin, Keegan",2024,"L",1229,110,42,1.7223167340687942,5.9138564768942885,0.04375885369755562,4.378414295929187
